,Date,Humidity,Lat,Lon,Max Temp,clouds,name,wind_speed
404,1547146800,100,1.44,125.19,75.2,40,Bitung,3.36
405,1547146800,57,39.36,-9.38,53.6,0,Peniche,5.82
406,1547146800,92,34.9,108.95,24.8,56,Tongchuan,2.24
407,1547149535,97,37.51,22.37,40.47,92,Tripoli,4.14
408,1547149535,88,50.23,-63.6,28.95,88,Havre-Saint-Pierre,22.03
409,1547148000,87,41.27,26.38,55.4,75,Lavara,14.99
410,1547146800,48,17.54,44.22,64.4,0,Najran,6.93
411,1547149536,97,-10.12,-36.18,80.07,44,Coruripe,10.96
412,1547149536,62,40.29,97.04,0.37,0,Yumen,5.59
413,1547149536,97,2.02,112.94,73.77,88,Kapit,1.79
414,1547149537,100,65.42,-52.9,8.11,0,Maniitsoq,8.72
415,1547149537,22,-27.7,23.05,67.42,0,Kathu,7.94
416,1547149537,97,36.1,0.42,42.67,92,Sidi Ali,3.36
417,1547148000,81,54.6,-5.93,48.2,80,Belfast,11.41
418,1547149538,85,56.07,89.04,2.44,56,Itatskiy,7.72
419,1547149538,71,2.77,27.62,70.75,8,Isiro,3.13
420,1547149538,29,31.44,-87.99,54.24,0,Wagar,5.93
421,1547149538,90,68.05,39.51,17.29,92,Ostrovnoy,32.88
422,1547149539,73,29.97,32.54,33.31,0,Suez,2.91
423,1547149539,70,53.78,73.88,-5.3,36,Russkaya Polyana,3.13
424,1547149539,91,46.34,42.27,22.6,88,Yashalta,10.07
425,1547149539,100,45.05,34.56,41.23,68,Novikovo,13.76
426,1547149539,74,60.42,134.54,-37.61,48,Ust-Maya,2.57
427,1547146800,89,-12.18,136.78,84.2,40,Nhulunbuy,9.17
428,1547149540,76,-46.28,169.85,55.9,32,Kaitangata,18.57
429,1547149540,100,12.25,102.51,77.55,20,Trat,3.47
430,1547149540,34,28.28,88.52,-21.23,0,Gamba,2.13
431,1547149541,79,45.72,-65.51,28.14,80,Sussex,7.27
432,1547149541,100,-7.71,110.6,75.12,68,Klaten,3.02
433,1547146560,47,40.77,-72.85,35.06,90,Mastic Beach,19.46
434,1547149541,100,-8.63,122.22,81.24,24,Maumere,5.26
435,1547148000,93,56.18,-4.38,41.0,75,Aberfoyle,8.05
436,1547149542,100,-15.51,167.18,80.52,80,Luganville,6.6
437,1547145900,70,15.86,-97.07,84.2,20,Puerto Escondido,9.17
438,1547149542,100,-3.54,118.97,81.87,44,Majene,5.7
439,1547149543,15,-30.65,24.01,66.43,0,De Aar,9.17
440,1547146800,23,-23.7,133.88,75.2,0,Alice Springs,3.91
441,1547148000,100,58.38,12.32,35.6,68,Vanersborg,9.17
442,1547149544,78,-9.17,-60.63,81.87,68,Aripuana,2.01
443,1547149544,55,18.69,12.92,48.61,0,Bilma,3.58
444,1547149544,57,68.22,-135.01,-32.21,56,Aklavik,8.39
445,1547149544,95,14.9,-24.5,72.91,36,Sao Filipe,16.22
446,1547149545,98,30.57,79.57,7.62,80,Joshimath,0.56
447,1547149545,100,22.67,106.25,52.84,92,Cao Bang,2.91
448,1547149545,60,7.99,-10.85,79.57,0,Daru,5.14
449,1547149545,57,66.56,67.8,-32.57,12,Aksarka,3.13
450,1547149545,80,67.65,134.64,-39.14,56,Batagay,3.36
451,1547148600,100,24.63,121.12,69.8,75,Wufeng,4.7
452,1547146800,64,-34.46,-58.91,71.6,90,Pilar,10.29
453,1547146800,70,43.52,-8.15,44.6,0,Naron,4.7
454,1547146800,92,55.97,37.87,17.6,90,Lesnyye Polyany,8.95
455,1547149546,99,-26.79,-60.44,72.46,92,Presidencia Roque Saenz Pena,14.76
456,1547149547,72,18.74,7.39,52.21,8,Arlit,2.68
457,1547146800,83,5.28,115.24,78.8,75,Victoria,3.36
458,1547149547,87,60.47,166.1,26.11,76,Tilichiki,7.05
459,1547144220,84,51.15,-100.04,8.6,90,Dauphin,12.75
460,1547146200,37,13.59,-89.83,84.2,0,Acajutla,11.41
461,1547149548,81,25.52,90.21,49.42,0,Tura,4.36
462,1547149548,75,22.62,71.45,49.6,0,Muli,2.68
463,1547146200,86,70.98,25.97,33.8,75,Honningsvag,28.86
464,1547149549,54,43.56,128.02,-5.75,0,Huangnihe,1.9
465,1547149549,87,53.79,81.35,-2.96,44,Kamen-na-Obi,3.91
466,1547149549,89,11.28,-15.83,82.27,0,Bubaque,1.34
467,1547147700,100,38.02,-121.89,55.94,90,Pittsburg,3.91
468,1547145780,83,18.53,-92.64,71.6,90,Frontera,8.61
469,1547149550,90,7.35,80.68,68.5,24,Wattegama,3.91
470,1547146800,94,-7.54,112.45,78.8,20,Puri,4.7
471,1547149551,100,-10.75,-77.76,72.82,44,Barranca,5.82
472,1547149551,100,-1.57,9.26,79.84,76,Omboue,5.37
473,1547149289,89,54.27,-110.74,8.38,80,Bonnyville,4.47
474,1547149551,79,43.42,-4.75,23.59,8,Llanes,1.68
475,1547149501,100,21.46,-71.14,75.16,56,Cockburn Town,8.61
476,1547149552,83,52.16,-103.52,10.05,80,Kelvington,7.27
477,1547146800,30,-13.71,-76.2,71.6,90,Pisco,6.93
478,1547146800,72,37.73,-25.67,59.0,20,Ponta Delgada,11.41
479,1547148000,92,60.46,12.06,23.0,0,Kirkenaer,2.35
480,1547149553,92,-16.92,35.26,76.47,48,Nsanje,3.36
481,1547149522,90,49.49,-117.29,33.85,68,Nelson,2.01
482,1547149553,70,50.2,-66.38,21.84,88,Sept-Iles,9.62
483,1547149553,100,46.54,138.33,17.25,0,Svetlaya,13.98
484,1547146800,94,-0.72,8.78,80.6,20,Port-Gentil,4.7
485,1547149554,56,46.45,135.83,-12.46,0,Vostok,2.24
486,1547146800,17,-38.95,-68.06,71.6,0,Neuquen,9.17
487,1547149554,68,35.54,106.68,6.22,0,Pingliang,1.23
488,1547149554,97,-22.4,46.13,67.6,92,Ihosy,3.36
489,1547146800,94,-2.87,-44.04,77.0,90,Morros,3.36
490,1547149555,100,39.37,49.25,38.04,20,Neftcala,6.6
491,1547149555,73,34.16,77.58,-13.4,68,Leh,1.57
492,1547148600,73,27.15,57.07,71.6,64,Minab,4.7
493,1547149556,88,63.91,38.09,17.29,64,Onega,17.67
494,1547149556,75,46.68,113.28,-2.24,0,Baruun-Urt,12.64
495,1547146800,72,4.91,-75.23,77.0,75,Rosarito,5.82
496,1547146800,66,8.09,-76.36,86.0,20,Guacimo,11.41
497,1547146800,88,-17.88,36.89,80.6,40,Quelimane,4.7
498,1547146200,78,64.17,-51.74,15.8,20,Nuuk,10.29
499,1547146800,100,7.09,125.16,75.2,75,Tagbac,4.7
500,1547149557,100,-10.46,161.92,82.95,36,Kirakira,9.51
501,1547149302,83,49.53,-96.69,12.84,88,Steinbach,12.19
502,1547146800,71,40.81,111.65,8.6,0,Hohhot,2.24
503,1547149559,94,-2.55,14.76,71.25,56,Djambala,2.68
504,1547149559,60,45.76,106.27,-10.07,0,Mandalgovi,7.05
505,1547149559,83,16.73,82.22,69.54,20,Yanam,6.26
506,1547146800,74,6.81,-5.27,80.6,80,Yamoussoukro,4.7
507,1547144220,85,44.08,-80.2,15.8,90,Shelburne,13.87
508,1547149561,44,-44.7,169.14,59.1,0,Wanaka,2.68
509,1547149561,81,70.0,135.55,-39.32,76,Ust-Kuyga,3.91
510,1547148600,70,-17.53,-149.33,84.2,75,Tiarei,13.87
511,1547149561,100,7.71,81.69,77.41,92,Batticaloa,7.61
512,1547149562,100,59.58,151.3,-2.11,32,Ola,10.74
513,1547146800,74,63.94,-21.0,37.4,90,Selfoss,5.82
514,1547146800,58,-6.09,-35.21,86.0,40,Nisia Floresta,21.92
515,1547149562,79,14.4,46.47,43.21,0,Marzuq,1.79
516,1547146800,12,-25.24,130.99,80.6,0,Yulara,9.17
517,1547146800,53,-23.65,-70.4,71.6,20,Antofagasta,13.87
518,1547149563,99,63.44,-20.27,38.62,88,Vestmannaeyjar,5.48
519,1547148420,54,43.64,-72.25,26.96,90,Lebanon,6.93
520,1547149564,73,63.75,121.63,-16.96,56,Vilyuysk,6.71
521,1547149564,89,-26.18,-50.4,74.08,64,Canoinhas,4.92
522,1547149564,58,56.47,73.61,-19.88,24,Kolosovka,3.69
523,1547149565,89,-3.0,-47.35,75.07,88,Paragominas,3.69
524,1547148000,100,57.79,14.13,30.2,75,Dalvik,13.87
525,1547149566,92,26.23,66.31,48.16,0,Bela,2.24
526,1547146800,57,-25.85,25.61,77.0,0,Mmabatho,12.75
527,1547149566,47,38.94,100.46,2.44,0,Zhangye,9.73
528,1547149567,74,51.62,73.1,-0.08,48,Ereymentau,3.13
529,1547149567,88,-6.42,20.79,75.84,92,Tshikapa,2.8
530,1547149567,74,45.77,131.01,-3.37,0,Qitaihe,2.57
531,1547148000,74,36.62,-121.92,55.94,1,Pacific Grove,1.79
532,1547149567,100,-35.71,150.18,63.87,92,Batemans Bay,2.91
533,1547149568,42,14.97,8.88,60.72,12,Tanout,9.4
534,1547149568,88,-31.73,-55.98,75.43,88,Tacuarembo,3.36
535,1547149568,100,36.57,4.2,36.28,92,Tigzirt,1.9
536,1547148600,70,53.8,-9.52,48.2,75,Westport,4.7
537,1547149569,95,-3.41,29.14,66.25,88,Uvira,0.67
538,1547144280,91,53.65,-115.58,3.2,1,Mackay,2.24
539,1547149569,96,47.38,30.2,31.69,88,Shyryayeve,9.95
540,1547149570,75,59.59,65.91,-6.74,68,Mezhdurechenskiy,2.91
541,1547147880,94,-2.03,-79.75,77.0,75,Olinda,4.7
542,1547149571,94,5.38,-52.96,79.35,92,Sinnamary,11.07
543,1547148900,100,41.69,-70.08,35.96,75,Harwich,14.99
544,1547149302,100,-17.73,-39.27,79.39,8,Caravelas,13.09
545,1547149571,85,27.97,-114.04,61.93,92,Guerrero Negro,6.82
546,1547146800,21,9.18,7.18,82.4,0,Suleja,1.12
547,1547149572,80,-7.99,38.76,80.11,0,Utete,5.14
548,1547144040,86,50.25,-118.97,39.2,90,Lumby,4.7
549,1547148000,81,63.73,8.83,44.6,75,Sistranda,35.57
550,1547146800,63,32.63,-16.85,60.8,75,Canico,4.7
551,1547149573,40,-21.76,-52.12,92.44,56,Presidente Epitacio,5.14
552,1547148000,86,63.83,20.26,33.8,20,Umea,14.99
553,1547149573,72,58.52,-117.13,-3.19,92,High Level,5.48
554,1547149573,74,65.68,-18.09,8.7,8,Akureyri,2.35
555,1547146800,58,-7.47,-34.81,86.0,20,Pitimbu,16.11
